Index,category,sub_category,brand,sale_price,market_price
2318,Gourmet & World Food,Chocolates & Biscuits,Fusen,800,800
2319,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,69,118
2320,"Bakery, Cakes & Dairy",Gourmet Breads,Fresho Signature,65,65
2321,Beauty & Hygiene,Health & Medicine,Vedapure,1299,1299
2322,"Foodgrains, Oil & Masala",Organic Staples,Himalayan Natives,528,660
2323,Beauty & Hygiene,Health & Medicine,3BO,275,275
2324,Gourmet & World Food,Dairy & Cheese,Baskin Robbins,306,340
2325,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,59,75
2326,Beauty & Hygiene,Men's Grooming,Spruce Shave Club,349,349
2327,"Kitchen, Garden & Pets",Storage & Accessories,Swastik,239,320
2328,Baby Care,Baby Food & Formula,Similac,530,530
2329,Beauty & Hygiene,Feminine Hygiene,Vwash,304,324
2330,"Foodgrains, Oil & Masala",Masalas & Spices,Mother's Recipe,43,50
2331,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,92.65,109
2332,"Kitchen, Garden & Pets",Pet Food & Accessories,Wiggles.in,320,320
2333,Gourmet & World Food,Chocolates & Biscuits,Cadbury,350,350
2334,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,229,445
2335,Cleaning & Household,Stationery,Cartini,128,130
2336,Gourmet & World Food,"Sauces, Spreads & Dips",Dhatu Organics & Naturals,350,350
2337,"Bakery, Cakes & Dairy",Dairy,Go ,60,60
2338,Gourmet & World Food,"Pasta, Soup & Noodles",Bali Kitchen,170,170
2339,Beauty & Hygiene,Skin Care,Vlcc,420,600
2340,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,209,499
2341,Beauty & Hygiene,Health & Medicine,Bella,116,129
2342,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,539,709
2343,Beauty & Hygiene,Hair Care,Loreal Paris,189.05,199
2344,Beauty & Hygiene,Feminine Hygiene,Peebuddy,109.2,120
2345,Cleaning & Household,Stationery,Doms,75,75
2346,Gourmet & World Food,Oils & Vinegar,Neo,306,340
2347,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,191.25,225
2348,Gourmet & World Food,Cereals & Breakfast,Yoga bar,125,125
2349,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,1120,1400
2350,Cleaning & Household,Car & Shoe Care,Cherry Blossom,117,130
2351,Gourmet & World Food,Chocolates & Biscuits,The Health Factory,360,360
2352,Gourmet & World Food,Chocolates & Biscuits,Fantastic,140,140
2353,"Bakery, Cakes & Dairy",Dairy,Nandini,21,21
2354,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,114.75,135
2355,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,82.72,94
2356,Beverages,Tea,Karma Kettle,400,400
2357,Snacks & Branded Foods,Pickles & Chutney,Graminway,129,129
2358,Beauty & Hygiene,Men's Grooming,Gillette,26.46,27
2359,Gourmet & World Food,"Sauces, Spreads & Dips",Organic Origins,490,490
2360,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Keya,175,175
2361,Cleaning & Household,"Disposables, Garbage Bag",Soft Touch,28.5,30
2362,Beauty & Hygiene,Oral Care,Colgate,266,380
2363,"Kitchen, Garden & Pets",Pet Food & Accessories,Maxi Persian,429,429
2364,Beauty & Hygiene,Feminine Hygiene,Veet,312.48,434
2365,Beauty & Hygiene,Oral Care,Listerine,234,285
2366,Beauty & Hygiene,Hair Care,Revlon,664.05,699
2367,Cleaning & Household,All Purpose Cleaners,Wc Net,175,175
2368,Beauty & Hygiene,Bath & Hand Wash,Morpheme,275,275
2369,Baby Care,Diapers & Wipes,Huggies,1091.09,1199
2370,Beauty & Hygiene,Men's Grooming,Beardo,315,350
2371,Baby Care,Mothers & Maternity,Bionova,275,275
2372,Beverages,Tea,VAHDAM,225,225
2373,Gourmet & World Food,Chocolates & Biscuits,Schogetten,200,200
2374,Baby Care,Diapers & Wipes,Huggies,1548.36,2298
2375,"Eggs, Meat & Fish",Fish & Seafood,Big Sams,220,220
2376,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,83,83
2377,Beauty & Hygiene,Hair Care,Head & shoulders,360,600
2378,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,125,125
2379,"Foodgrains, Oil & Masala",Rice & Rice Products,Daawat ,120,120
2380,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,509,679
2381,Gourmet & World Food,Chocolates & Biscuits,Gourmets Delite ,45,45
2382,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda ,175,175
2383,Beauty & Hygiene,Skin Care,Natures Essence,65,65
2384,Fruits & Vegetables,Fresh Fruits,Fresho,527,658.75
2385,Gourmet & World Food,Cooking & Baking Needs,Real Thai,199,199
2386,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,67,89
2387,Cleaning & Household,All Purpose Cleaners,Clorox,550,550
2388,Snacks & Branded Foods,Breakfast Cereals,Saffola,15,15
2389,Beauty & Hygiene,Skin Care,Jergens,449.1,499
2390,"Bakery, Cakes & Dairy",Dairy,Heritage,29.75,35
2391,Gourmet & World Food,"Pasta, Soup & Noodles",Schar,325,325
2392,Fruits & Vegetables,Fresh Fruits,Fresho,209,261.25
2393,Beauty & Hygiene,Hair Care,Macadamia,1936,2200
2394,"Eggs, Meat & Fish","Sausages, Bacon & Salami",ALF-FARMS,165,165
2395,Gourmet & World Food,"Sauces, Spreads & Dips",Mackays,385,385
2396,"Kitchen, Garden & Pets",Storage & Accessories,Saura,119,126
2397,Beauty & Hygiene,Skin Care,Nivea,185,185
2398,Beauty & Hygiene,Bath & Hand Wash,Dettol,140,140
2399,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Tannys,200,200
2400,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,449,597
2401,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,79,109
2402,Beauty & Hygiene,Skin Care,Nyassa,700,700
2403,Snacks & Branded Foods,Frozen Veggies & Snacks,McCain,220,220
2404,"Kitchen, Garden & Pets",Crockery & Cutlery,Anjali,169,220
2405,Beauty & Hygiene,Hair Care,Head & shoulders,420,600
2406,Beauty & Hygiene,Skin Care,Aroma Treasures,229.5,255
2407,Beauty & Hygiene,Health & Medicine,Puma,499,499
2408,Beauty & Hygiene,Men's Grooming,Red Hunt,159.2,199
2409,Beauty & Hygiene,Skin Care,Layerr,89.1,99
2410,Cleaning & Household,Bins & Bathroom Ware,Nakoda,239,310
2411,Cleaning & Household,All Purpose Cleaners,Veg Fru Wash,1000,1000
2412,Beauty & Hygiene,Skin Care,Ponds,82.5,110
2413,Gourmet & World Food,"Sauces, Spreads & Dips",Mackays,325,325
2414,Beauty & Hygiene,Feminine Hygiene,Veet,429.84,597
2415,Beauty & Hygiene,Health & Medicine,T BASE,249,299
2416,Beauty & Hygiene,Fragrances & Deos,Lomani,679.2,849
2417,Gourmet & World Food,Chocolates & Biscuits,Schar,385,385
2418,Beauty & Hygiene,Feminine Hygiene,Stonesoup,945,945
2419,Cleaning & Household,Bins & Bathroom Ware,Princeware,219,330
2420,Beauty & Hygiene,Bath & Hand Wash,Fiama,174.6,180
2421,Cleaning & Household,All Purpose Cleaners,Weiman,475,475
2422,Cleaning & Household,Stationery,Stationari+,85,85
2423,Fruits & Vegetables,"Flower Bouquets, Bunches",Fresho,33,41.25
2424,Beauty & Hygiene,Skin Care,Satinance,115,115
2425,"Kitchen, Garden & Pets",Pet Food & Accessories,DP,59,59
2426,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,123.5,170
2427,"Eggs, Meat & Fish",Eggs,bb Combo,259,280
2428,Beauty & Hygiene,Health & Medicine,Baidyanath,395,395
2429,Beauty & Hygiene,Bath & Hand Wash,Medimix,50,50
2430,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,140,140
2431,"Kitchen, Garden & Pets",Bakeware,DP,629,779
2432,Cleaning & Household,All Purpose Cleaners,Bubblenut Wash,799,799
2433,Beauty & Hygiene,Men's Grooming,Nivea,189,210
2434,Cleaning & Household,Fresheners & Repellents,Aer,152.15,179
2435,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,100,100
2436,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,97,97
2437,Gourmet & World Food,Drinks & Beverages,Maverick & Farmer Coffee,630,630
2438,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,110,110
2439,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,110,110
2440,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,139,229
2441,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,119,250
2442,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",NUTRIWISH,600,600
2443,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,276,300
2444,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,224.1,249
2445,Gourmet & World Food,Oils & Vinegar,Olitalia,2275,2275
2446,Gourmet & World Food,"Sauces, Spreads & Dips",Under The Mango Tree,295,295
2447,Beverages,Coffee,Mr South,65,65
2448,Beauty & Hygiene,Hair Care,Garnier,153,180
2449,Beverages,Fruit Juices & Drinks,Frooti,15,15
2450,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Trucrose,150,150
2451,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,535,595
2452,Beauty & Hygiene,Health & Medicine,Meghdoot,215,215
2453,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,31,38.75
2454,Beauty & Hygiene,Health & Medicine,Dabur,146.25,195
2455,Beauty & Hygiene,Hair Care,Khadi Natural,275,275
2456,Gourmet & World Food,"Pasta, Soup & Noodles",Brunella,225,225
2457,"Kitchen, Garden & Pets",Crockery & Cutlery,Hi-Luxe,239,315
2458,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,840,1400
2459,Beauty & Hygiene,Hair Care,Dr.Batra'S,99.5,199
2460,Cleaning & Household,Detergents & Dishwash,Tide,854.34,870
2461,Cleaning & Household,Detergents & Dishwash,Kolan,395,395
2462,Beauty & Hygiene,Skin Care,Kaya Clinic,462,660
2463,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,1860,2070
2464,Beauty & Hygiene,Bath & Hand Wash,Ceramic ,300,300
2465,Beauty & Hygiene,Skin Care,Revlon,89.25,105
2466,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,880,1030
2467,Beauty & Hygiene,Fragrances & Deos,Layerr,146.25,195
2468,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,108.24,134
2469,Beauty & Hygiene,Skin Care,Aroma Magic ,385,550
2470,Gourmet & World Food,Dairy & Cheese,London Dairy,140,140
2471,"Foodgrains, Oil & Masala",Masalas & Spices,Badshah,38,38
2472,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,129,209
2473,Beauty & Hygiene,Skin Care,BIOTIQUE,442.5,590
2474,Gourmet & World Food,Cooking & Baking Needs,Colourmist,171,180
2475,Beauty & Hygiene,Skin Care,Aroma Treasures,156,195
2476,Beauty & Hygiene,Fragrances & Deos,Lalique,2450,4900
2477,Beauty & Hygiene,Skin Care,Satinance,88,88
2478,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,20,29
2479,Beauty & Hygiene,Bath & Hand Wash,Meghdoot,70,70
2480,Beauty & Hygiene,Men's Grooming,Gillette,472.5,630
2481,Beverages,Tea,Teamonk,595,850
2482,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,17.25,23
2483,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,40,40
2484,Baby Care,Baby Bath & Hygiene,Mamaearth,199,199
2485,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Flat Tummies,290,290
2486,"Kitchen, Garden & Pets",Storage & Accessories,Glass Ideas ,249,249
2487,Fruits & Vegetables,Fresh Fruits,Fresho,41,51.25
2488,"Kitchen, Garden & Pets",Storage & Accessories,Hot Muggs,749,825
2489,"Bakery, Cakes & Dairy",Dairy,Amul,25,25
2490,Beauty & Hygiene,Skin Care,BIOTIQUE,749.25,999
2491,Beauty & Hygiene,Hair Care,XPEL,490,490
2492,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,665,700
2493,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,580,580
2494,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,199,319
2495,"Bakery, Cakes & Dairy",Non Dairy,Sofit ,170.52,210
2496,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,296,400
2497,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Rostaa,998.4,1280
2498,Beauty & Hygiene,Skin Care,The Face Shop,100,100
2499,Beverages,Tea,Tata Tea,125,126
2500,"Foodgrains, Oil & Masala",Masalas & Spices,Hakim,75,75
2501,Beauty & Hygiene,Oral Care,Dabur,49,49
2502,Beauty & Hygiene,Skin Care,Vaadi,265.5,295
2503,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Patanjali,225,225
2504,Beauty & Hygiene,Oral Care,Colgate,449.25,599
2505,Beauty & Hygiene,Health & Medicine,Rock Gold,999,999
2506,Beauty & Hygiene,Health & Medicine,Dabur,200,250
2507,Beverages,Fruit Juices & Drinks,Rasna,210,240
2508,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,199,199
2509,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,529,720
2510,Gourmet & World Food,Drinks & Beverages,TGL Co.,449.25,599
2511,"Kitchen, Garden & Pets",Appliances & Electricals,Eveready,179.45,185
2512,Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199
2513,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,150,150
2514,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,66.5,70
2515,Beauty & Hygiene,Skin Care,BIOTIQUE,350,550
2516,Beauty & Hygiene,Hair Care,Richfeel,515,515
2517,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,78,125
2518,Beauty & Hygiene,Bath & Hand Wash,Dettol,218,218
2519,Cleaning & Household,Detergents & Dishwash,V2,180,180
2520,Beauty & Hygiene,Health & Medicine,Dr. Morepen,242,275
2521,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,31.5,35
2522,Beauty & Hygiene,Fragrances & Deos,Secret Temptation,190.01,380
2523,"Bakery, Cakes & Dairy",Breads & Buns,Fresho,35,35
2524,Gourmet & World Food,Drinks & Beverages,TGL Co.,168.75,225
2525,"Bakery, Cakes & Dairy",Dairy,Britannia,261,290
2526,Gourmet & World Food,Cooking & Baking Needs,American Pancake Co.,175.5,195
2527,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,70,70
2528,Gourmet & World Food,Dairy & Cheese,Dairy Craft,195,195
2529,Baby Care,Baby Bath & Hygiene,Johnson's baby,110,110
2530,Gourmet & World Food,Drinks & Beverages,TGL Co.,280,400
2531,Beverages,"Health Drink, Supplement",BTN Sports,375,375
2532,Gourmet & World Food,Chocolates & Biscuits,Smoor,425,500
2533,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,30,30
2534,Beauty & Hygiene,Feminine Hygiene,Jeva,337.5,450
2535,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,129,225
2536,Beauty & Hygiene,Hair Care,18 Herbs,290,290
2537,Gourmet & World Food,Chocolates & Biscuits,Nutro,50,50
2538,Beauty & Hygiene,Health & Medicine,Upakarma,949,949
2539,Snacks & Branded Foods,Biscuits & Cookies,Unibic,66,75
2540,Beauty & Hygiene,Fragrances & Deos,Ulric De Varens,821.25,1095
2541,Cleaning & Household,"Mops, Brushes & Scrubs",Rise N Shine,59,95
2542,Gourmet & World Food,Drinks & Beverages,Chaayos,375,375
2543,Snacks & Branded Foods,Ready To Cook & Eat,NUTRIWISH,600,600
2544,Snacks & Branded Foods,Biscuits & Cookies,Bisk Farm,25,25
2545,Beauty & Hygiene,Skin Care,Khadi Natural,275,275
2546,Beauty & Hygiene,Oral Care,Colgate,20,20
2547,Cleaning & Household,All Purpose Cleaners,bb Combo,237.96,268
2548,Beauty & Hygiene,Hair Care,Organic Harvest,566.2,745
2549,Cleaning & Household,Bins & Bathroom Ware,Nakoda,88,88
2550,"Kitchen, Garden & Pets",Cookware & Non Stick,Anjali,419,585
2551,Beauty & Hygiene,Men's Grooming,Premium,135,135
2552,Cleaning & Household,Stationery,Faber castell,196,200
2553,Snacks & Branded Foods,Ready To Cook & Eat,Ask Foods,70,70
2554,Beauty & Hygiene,Health & Medicine,Kawach,44,45
2555,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,439,575
2556,Snacks & Branded Foods,Ready To Cook & Eat,Veeba,119.2,149
2557,Gourmet & World Food,Oils & Vinegar,Health 1st,225,225
2558,Beauty & Hygiene,Men's Grooming,Park avenue,180,240
2559,Beauty & Hygiene,Skin Care,Kaya Clinic,539,770
2560,Beauty & Hygiene,Fragrances & Deos,Ajmal,1794,2300
2561,Snacks & Branded Foods,Chocolates & Candies,Polo,10,10
2562,Snacks & Branded Foods,Chocolates & Candies,Dukes,99,125
2563,Beauty & Hygiene,Skin Care,Patanjali,60,60
2564,"Kitchen, Garden & Pets",Storage & Accessories,Borosil,479,525
2565,Gourmet & World Food,Oils & Vinegar,BORGES,1175.09,1895
2566,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,91.18,94
2567,Snacks & Branded Foods,Snacks & Namkeen,Timios,20,20
2568,Gourmet & World Food,Chocolates & Biscuits,Sugarless Bliss,130,130
2569,Beauty & Hygiene,Men's Grooming,Yardley London,321.55,390
2570,Snacks & Branded Foods,Breakfast Cereals,GoodDiet,334.45,520
2571,"Kitchen, Garden & Pets",Pet Food & Accessories,Captain Zack,5600,5600
2572,Cleaning & Household,Pooja Needs,Trm,235,575
2573,Snacks & Branded Foods,Ready To Cook & Eat,MTR,115,115
2574,"Bakery, Cakes & Dairy",Dairy,So Good,54,60
2575,Gourmet & World Food,Drinks & Beverages,Saffola FITTIFY Gourmet,220,220
2576,Gourmet & World Food,Cooking & Baking Needs,Urban Platter,315,350
2577,Gourmet & World Food,Chocolates & Biscuits,Choc Coin,350,350
2578,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,359,395
2579,Gourmet & World Food,Dairy & Cheese,Happy Cow,190,190
2580,Beverages,Fruit Juices & Drinks,Gulabs,375,375
2581,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,295.2,328
2582,"Kitchen, Garden & Pets",Kitchen Accessories,DP,199,295
2583,Cleaning & Household,"Disposables, Garbage Bag",Selpak,230,230
2584,Cleaning & Household,Bins & Bathroom Ware,Swastik,39,45
2585,Beauty & Hygiene,Skin Care,Soulflower,297.5,350
2586,Beauty & Hygiene,Skin Care,ST. D'VENCE,349,349
2587,"Bakery, Cakes & Dairy",Bakery Snacks,The Baker's Dozen,109,109
2588,Cleaning & Household,Bins & Bathroom Ware,Nakoda,119,129
2589,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,83,83
2590,Beauty & Hygiene,Hair Care,Joy,128,160
2591,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,157,250
2592,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cofresh,35,35
2593,Cleaning & Household,Car & Shoe Care,Kiwi,74,74
2594,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Republic of Chicken,310,310
2595,Beauty & Hygiene,Skin Care,Kaya Clinic,665,950
2596,Snacks & Branded Foods,Frozen Veggies & Snacks,sumeru,300,300
2597,"Kitchen, Garden & Pets",Cookware & Non Stick,Wonderchef,1600,1600
2598,Gourmet & World Food,Chocolates & Biscuits,Ambriona,212.5,250
2599,Beverages,Tea,Teamonk,450,750
2600,"Bakery, Cakes & Dairy",Dairy,Britannia,18,20
2601,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,25,42
2602,"Eggs, Meat & Fish",Eggs,Desi,130,130
2603,Gourmet & World Food,Drinks & Beverages,Health Sutra,110,110
2604,"Kitchen, Garden & Pets",Pet Food & Accessories,Ferplast,470,470
2605,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,52,52
2606,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,125,125
2607,Snacks & Branded Foods,Frozen Veggies & Snacks,Fresho,198,270
2608,"Foodgrains, Oil & Masala",Masalas & Spices,Iyengar Spices & Food Specialists ,60,60
2609,"Kitchen, Garden & Pets",Flask & Casserole,Asian,285,338
2610,Beauty & Hygiene,Hair Care,Aroma Treasures,256.5,285
2611,"Bakery, Cakes & Dairy",Gourmet Breads,Schar,425,425
2612,Gourmet & World Food,Cereals & Breakfast,Urban Platter,285,300
2613,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Patanjali,335,335
2614,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Organicana,175,175
2615,Beauty & Hygiene,Skin Care,The Beauty Co.,584.35,899
2616,Beauty & Hygiene,Skin Care,StBotanica,669,669
2617,Snacks & Branded Foods,Biscuits & Cookies,Britannia,134,169
2618,Gourmet & World Food,"Sauces, Spreads & Dips",Bonne Maman,425,425
2619,Beauty & Hygiene,Health & Medicine,Meghdoot,195,195
2620,"Bakery, Cakes & Dairy",Dairy,RRO DAIRY,355,355
2621,Beauty & Hygiene,Skin Care,Aroma Magic ,157.5,210
2622,Beauty & Hygiene,Feminine Hygiene,Peesafe,299,399
2623,Fruits & Vegetables,Fresh Vegetables,Fresho,29,36.25
2624,Beauty & Hygiene,Health & Medicine,Baidyanath,114,114
2625,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,34,35
2626,"Kitchen, Garden & Pets",Bakeware,HAZEL,219,529
2627,"Kitchen, Garden & Pets",Pet Food & Accessories,Captain Zack,5600,5600
2628,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,59,75
2629,Gourmet & World Food,Chocolates & Biscuits,Harveys,67.5,75
2630,Gourmet & World Food,Drinks & Beverages,Svami ,85,85
2631,Beauty & Hygiene,Men's Grooming,Nova,1170.45,2295
2632,Beauty & Hygiene,Fragrances & Deos,Ajmal,600,750
2633,Cleaning & Household,Pooja Needs,Om Bhakti,99,99
2634,Fruits & Vegetables,Cuts & Sprouts,Supa Corn,59,59
2635,"Foodgrains, Oil & Masala",Organic Staples,Tata Sampann,106.25,125
2636,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Monsoon Harvest,150,150
2637,Beauty & Hygiene,Skin Care,Aroma Treasures,216,240
2638,Gourmet & World Food,Cereals & Breakfast,Monsoon Harvest,40,40
2639,Cleaning & Household,Stationery,Rorito,25,25
2640,Cleaning & Household,"Mops, Brushes & Scrubs",SHAMROCK,49,99
2641,Snacks & Branded Foods,Pickles & Chutney,Delight Foods,175,175
2642,Beauty & Hygiene,Skin Care,The Face Shop,1259.3,1799
2643,Gourmet & World Food,Tinned & Processed Food,Epicure,250,250
2644,Beauty & Hygiene,Hair Care,Dove,150,150
2645,Gourmet & World Food,Drinks & Beverages,Toyo Kombucha,95,95
2646,Beauty & Hygiene,Hair Care,QRAA,720,720
2647,Cleaning & Household,All Purpose Cleaners,Veg Wash +,99,99
2648,Beauty & Hygiene,Fragrances & Deos,Baldessarini,4275,4500
2649,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,950,950
2650,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Saffola,899.1,999
2651,Beauty & Hygiene,Makeup,Ponds,108,120
2652,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,430,500
2653,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,149,249
2654,Beauty & Hygiene,Bath & Hand Wash,Santoor,198.69,238
2655,Gourmet & World Food,Dairy & Cheese,RRO DAIRY,375,375
2656,Gourmet & World Food,Cooking & Baking Needs,Dhatu Organics & Naturals,70,70
2657,Beauty & Hygiene,Hair Care,Sunsilk,365,500
2658,Gourmet & World Food,Cooking & Baking Needs,Puramate,117,130
2659,Beverages,Tea,ORGANIC INDIA,174,174
2660,Gourmet & World Food,Chocolates & Biscuits,Diamond,450,450
2661,Fruits & Vegetables,Cuts & Sprouts,Fresho,22,27.5
2662,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,619,875
2663,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,308.75,325
2664,Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,265,265
2665,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,349,557
2666,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,102.6,120
2667,Snacks & Branded Foods,Ready To Cook & Eat,Fazlani Foods,99,99
2668,Gourmet & World Food,Drinks & Beverages,Monin,895,895
2669,Beauty & Hygiene,Health & Medicine,Zandu,80,80
2670,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Merkera,255,255
2671,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,279,449
2672,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,379,506
2673,Cleaning & Household,Bins & Bathroom Ware,Nakoda,169,179
2674,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,419.3,599
2675,"Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,79,119
2676,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",bb Royal,215,300
2677,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Lovely Bake Studio,40.5,45
2678,Snacks & Branded Foods,Breakfast Cereals,True Elements,328,400
2679,"Kitchen, Garden & Pets",Storage & Accessories,Asian,169,239
2680,Cleaning & Household,Stationery,Kangaroo,53,54
2681,Beauty & Hygiene,Skin Care,Sirona,299,375
2682,Cleaning & Household,Bins & Bathroom Ware,Meixiang,429,499
2683,Cleaning & Household,Pooja Needs,Liberty,54,60
2684,Beauty & Hygiene,Hair Care,Loreal Paris,645,700
2685,Gourmet & World Food,Cereals & Breakfast,Nutty Yogi,170,170
2686,Fruits & Vegetables,Fresh Fruits,Fresho,129,161.25
2687,"Bakery, Cakes & Dairy",Dairy,Cadbury,423,485
2688,"Foodgrains, Oil & Masala",Dals & Pulses,Grocery Farm,38.25,45
2689,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,22,27.5
2690,Beauty & Hygiene,Fragrances & Deos,Ajmal,600,750
2691,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,240.8,280
2692,Beauty & Hygiene,Skin Care,Clean & Clear,139.2,145
2693,Beauty & Hygiene,Feminine Hygiene,Plush,25,25
2694,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,289,823
2695,Fruits & Vegetables,Fresh Fruits,Fresho,47,58.75
2696,Beauty & Hygiene,Bath & Hand Wash,Dr. Morepen,121.5,135
2697,Beauty & Hygiene,Fragrances & Deos,Wild Stone,149.25,199
2698,Gourmet & World Food,Drinks & Beverages,Lavazza,350,350
2699,"Bakery, Cakes & Dairy",Dairy,Britannia,105.64,140
2700,Beauty & Hygiene,Bath & Hand Wash,Palmolive,180,180
2701,Beauty & Hygiene,Hair Care,Kaya Clinic,926.5,1090
2702,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Mantra,70,70
2703,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,499,550
2704,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Nutty Yogi,345,345
2705,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,175,175
2706,Beverages,Tea,VAHDAM,250,250
2707,"Kitchen, Garden & Pets",Storage & Accessories,Iqix,359,599
2708,Gourmet & World Food,Chocolates & Biscuits,Gastone Lago,199,199
2709,Gourmet & World Food,Chocolates & Biscuits,Loacker,199,199
2710,Beauty & Hygiene,Bath & Hand Wash,Treaclemoon,525,525
2711,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,94,99
