Index,category,sub_category,brand,sale_price,market_price
1,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,209,499
2,"Kitchen, Garden & Pets",Storage & Accessories,Fendo,269,549
3,Beauty & Hygiene,Men's Grooming,Dettol,67.5,75
4,Beauty & Hygiene,Skin Care,Lotus Herbals,568.75,875
5,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,99,249
6,Beauty & Hygiene,Men's Grooming,Gillette,1827.5,2150
7,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,85.5,90
8,Snacks & Branded Foods,Ready To Cook & Eat,MTR,131,215
9,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,267.9,300
10,Cleaning & Household,Pooja Needs,Shalimar,54,60
11,Beauty & Hygiene,Men's Grooming,QRAA,210,210
12,Gourmet & World Food,Chocolates & Biscuits,Fini,225,225
13,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,135,135
14,Beauty & Hygiene,Skin Care,Mamaearth,499,499
15,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,300,300
16,Beauty & Hygiene,Skin Care,The Face Shop,738,820
17,Gourmet & World Food,Drinks & Beverages,Teamonk,91,130
18,Snacks & Branded Foods,Snacks & Namkeen,Townbus,10,10
19,"Kitchen, Garden & Pets",Steel Utensils,Classic Essentials,299,875
20,Beauty & Hygiene,Skin Care,Khadi Natural,275,275
21,Beauty & Hygiene,Skin Care,Loreal Paris,515,515
22,Gourmet & World Food,Cooking & Baking Needs,Abbies,399,399
23,Gourmet & World Food,Oils & Vinegar,Disano,638.01,1350
24,Cleaning & Household,All Purpose Cleaners,Lizol,324,367
25,Beauty & Hygiene,Bath & Hand Wash,Dr Rhazes,1178,1178
26,Beauty & Hygiene,Skin Care,Nivea,185,185
27,Gourmet & World Food,"Pasta, Soup & Noodles",BORGES,125,250
28,Beauty & Hygiene,Bath & Hand Wash,Greenberry Organics,126,180
29,Beauty & Hygiene,Skin Care,Olay,152.1,169
30,Beauty & Hygiene,Hair Care,Richfeel,269,269
31,Gourmet & World Food,Chocolates & Biscuits,Orileys,196,245
32,Beauty & Hygiene,Skin Care,Mom & World,427,449
33,Beauty & Hygiene,Fragrances & Deos,Park avenue,179.1,199
34,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,130,130
35,Beauty & Hygiene,Hair Care,Oriental Botanics,749,999
36,Baby Care,Diapers & Wipes,bigbasket,99,169
37,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,279,375
38,Cleaning & Household,Bins & Bathroom Ware,Nayasa,389,389
39,Gourmet & World Food,"Pasta, Soup & Noodles",Nongshim,99,99
40,Snacks & Branded Foods,Ready To Cook & Eat,Graminway,259,259
41,"Foodgrains, Oil & Masala",Masalas & Spices,PRISTINE,45,50
42,"Foodgrains, Oil & Masala",Dals & Pulses,Double Horse,48,48
43,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,2446.4,2780
44,Beauty & Hygiene,Oral Care,Dentoshine  ,79,79
45,Beauty & Hygiene,Skin Care,The Face Shop,1122,1320
46,Snacks & Branded Foods,Biscuits & Cookies,Britannia,31.5,35
47,Beauty & Hygiene,Skin Care,Vlcc,243.75,375
48,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,318.75,375
49,Beauty & Hygiene,Hair Care,Khadi Natural,152,160
50,Baby Care,Diapers & Wipes,Mamypoko,1758.24,1998
51,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,31.5,35
52,Beauty & Hygiene,Skin Care,Nectar Valley,465,465
53,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,209,323
54,Baby Care,Baby Food & Formula,Slurrp Farm,424.15,499
55,Cleaning & Household,Bins & Bathroom Ware,Princeware,279,401
56,Gourmet & World Food,Drinks & Beverages,kings Coffee,125.1,139
57,Gourmet & World Food,"Sauces, Spreads & Dips",Langnese,1150,1150
58,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,940,1040
59,Beauty & Hygiene,Men's Grooming,Beardo,459.08,499
60,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,129,285
61,Cleaning & Household,Detergents & Dishwash,Surf Excel,165,165
62,Beauty & Hygiene,Skin Care,Natures Essence,125,125
63,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Chings,43.5,50
64,Gourmet & World Food,Drinks & Beverages,Health Sutra,70,70
65,Gourmet & World Food,Dairy & Cheese,Fresho Signature,471.6,524
66,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Wipro,221,260
67,Gourmet & World Food,"Sauces, Spreads & Dips",Yoga bar,799,799
68,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,149,200
69,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,695,695
70,Gourmet & World Food,Drinks & Beverages,Swa Artisanal Syrups,300,300
71,Fruits & Vegetables,Cuts & Sprouts,Tadaa,80,80
72,Gourmet & World Food,Drinks & Beverages,Te-A-Me,265,265
73,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,606,606
74,Beauty & Hygiene,Men's Grooming,Supermax,52.8,60
75,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Keya,49,70
76,"Kitchen, Garden & Pets",Storage & Accessories,Nayasa,299,419
77,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,90.18,110
78,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,50,55
79,Beauty & Hygiene,Hair Care,Banjara's,60,60
80,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Tata Salt,28,40
81,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Cookie Man,370,370
82,"Kitchen, Garden & Pets",Storage & Accessories,Aristo,1289,1611
83,Gourmet & World Food,Chocolates & Biscuits,marshmallow,150,150
84,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,67,89
85,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Delight Nuts,379,379
86,Beauty & Hygiene,Men's Grooming,Lomani,250,250
87,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,165.75,195
88,Gourmet & World Food,Cereals & Breakfast,Snack Amor,189,189
89,Gourmet & World Food,Drinks & Beverages,Mlesna,350,350
90,Beauty & Hygiene,Hair Care,Himalaya Wellness,243.75,325
91,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,105,105
92,Baby Care,Mothers & Maternity,BTN Sports,600,600
93,Cleaning & Household,Stationery,Classmate,83,85
94,Gourmet & World Food,Cooking & Baking Needs,Ketofy,499,499
95,Beauty & Hygiene,Skin Care,Vaadi,139.5,155
96,Cleaning & Household,Detergents & Dishwash,Godrej Protekt,131.75,155
97,Beauty & Hygiene,Hair Care,bb Combo,222,249
98,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,129,210
99,Snacks & Branded Foods,Frozen Veggies & Snacks,IGLOO,105,105
100,Gourmet & World Food,"Sauces, Spreads & Dips",Heinz,695,695
101,Beauty & Hygiene,Men's Grooming,Gillette,93.5,110
102,Beauty & Hygiene,Hair Care,Streax,359,359
103,Snacks & Branded Foods,Breakfast Cereals,bb Royal,189,360
104,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,55,55
105,Beauty & Hygiene,Bath & Hand Wash,Nivea,158,158
106,Fruits & Vegetables,Fresh Vegetables,Fresho,51.1,90
107,Beauty & Hygiene,Skin Care,Vlcc,216,240
108,Beauty & Hygiene,Bath & Hand Wash,Medimix,110,110
109,"Foodgrains, Oil & Masala",Masalas & Spices,MTR,90,90
110,Gourmet & World Food,Drinks & Beverages,JIMMY'S COCKTAILS,99,99
111,Beauty & Hygiene,Health & Medicine,Azani Active Nutrition,837,837
112,"Bakery, Cakes & Dairy",Cakes & Pastries,Milk Ma,20,20
113,Beauty & Hygiene,Health & Medicine,ORGANIC INDIA,175,175
114,Snacks & Branded Foods,Ready To Cook & Eat,Haldirams ,195,195
115,"Kitchen, Garden & Pets",Storage & Accessories,DP,440,440
116,Gourmet & World Food,Oils & Vinegar,DrNatcure,449.1,499
117,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Isvaryam,165,165
118,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,90,99
119,"Kitchen, Garden & Pets",Steel Utensils,BB Home,269,449
120,"Bakery, Cakes & Dairy",Dairy,Sofit ,362.36,435
121,Beauty & Hygiene,Men's Grooming,Godrej,65,65
122,Beauty & Hygiene,Health & Medicine,Alvizia,325,500
123,Snacks & Branded Foods,Snacks & Namkeen,Crax,20,20
124,Beauty & Hygiene,Skin Care,Himalaya,165,220
125,Gourmet & World Food,Chocolates & Biscuits,Lindberg,226.1,378
126,Beauty & Hygiene,Health & Medicine,NUTRIWISH,180,180
127,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Saffola,1064.8,1210
128,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,434,650
129,Beauty & Hygiene,Skin Care,Ponds,180,240
130,Snacks & Branded Foods,Ready To Cook & Eat,TATA Q,49.5,99
131,Beauty & Hygiene,Hair Care,Sunsilk,73,73
132,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319,495
133,Beauty & Hygiene,Skin Care,Ponds,112.5,150
134,"Kitchen, Garden & Pets",Storage & Accessories,Cello,479,613
135,Beauty & Hygiene,Bath & Hand Wash,Sri Sri Tattva,36,36
136,Beauty & Hygiene,Health & Medicine,Baidyanath,110,110
137,Gourmet & World Food,Cooking & Baking Needs,Puramate,31.5,35
138,Beauty & Hygiene,Fragrances & Deos,Dove,190,200
139,Beauty & Hygiene,Men's Grooming,Man Arden,349,349
140,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,10,10
141,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Popular,59,60
142,Cleaning & Household,"Mops, Brushes & Scrubs",Magix,300,300
143,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Samvruddhi,342,342
144,"Bakery, Cakes & Dairy",Dairy,Go ,382.98,402
145,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,391,420
146,Beauty & Hygiene,Men's Grooming,Cinthol,229.5,270
147,Beauty & Hygiene,Fragrances & Deos,Nike,195.3,279
148,Beverages,Water,Aquafina,240,240
149,"Bakery, Cakes & Dairy",Dairy,Milky Mist,108,108
150,Beauty & Hygiene,Oral Care,Colgate,83,83
151,Cleaning & Household,Fresheners & Repellents,Vitro Naturals ,280,280
152,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Lovely Bake Studio,40.5,45
153,Snacks & Branded Foods,Snacks & Namkeen,PIPO,30,30
154,Beauty & Hygiene,Skin Care,Oriental Botanics,423,445
155,Beauty & Hygiene,Hair Care,Himalaya,220.5,245
156,Cleaning & Household,Bins & Bathroom Ware,Ratan,375,375
157,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,93,155
158,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,600,600
159,Cleaning & Household,Pooja Needs,Trm,199,425
160,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,50,65
161,Gourmet & World Food,"Sauces, Spreads & Dips",Jus Amazin,349,400
162,Beauty & Hygiene,Skin Care,INATUR ,525,750
163,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,39,45
164,"Kitchen, Garden & Pets",Pet Food & Accessories,Cesar,85,100
165,Beauty & Hygiene,Oral Care,Aquawhite,500,500
166,Cleaning & Household,Stationery,Papergrid,62,65
167,Fruits & Vegetables,Fresh Vegetables,Fresho,32,40
168,Gourmet & World Food,Drinks & Beverages,Fresh Honest,95,95
169,"Bakery, Cakes & Dairy",Non Dairy,Soyfit,126,140
170,Beauty & Hygiene,Feminine Hygiene,Sirona,401.2,590
171,Beauty & Hygiene,Skin Care,moha,148,185
172,Cleaning & Household,All Purpose Cleaners,Kolan,495,495
173,Snacks & Branded Foods,Pickles & Chutney,Chings,139.2,160
174,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,180,180
175,Snacks & Branded Foods,Ready To Cook & Eat,OGMO,45,45
176,Beauty & Hygiene,Oral Care,Colgate,77,93
177,Beauty & Hygiene,Hair Care,Bombay Shaving Company,999,1845
178,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,296.25,395
179,"Kitchen, Garden & Pets",Storage & Accessories,Asian,299,350
180,Beauty & Hygiene,Bath & Hand Wash,Palmolive,49,49
181,Beauty & Hygiene,Skin Care,Organic Harvest,342,450
182,Beverages,Tea,18 Herbs,250,250
183,Beauty & Hygiene,Oral Care,K.P. Namboodiris,72,72
184,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Wise Crack,126.65,149
185,Gourmet & World Food,Dairy & Cheese,RRO DAIRY,275,275
186,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,449,735
187,Beauty & Hygiene,Hair Care,Patanjali,130,130
188,"Bakery, Cakes & Dairy",Non Dairy,So Good,407.68,550
189,Gourmet & World Food,Chocolates & Biscuits,Cocon,80,80
190,"Foodgrains, Oil & Masala",Dals & Pulses,Fortune ,50,50
191,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,539.1,599
192,Beauty & Hygiene,Hair Care,Aroma Magic ,182.75,215
193,Cleaning & Household,Fresheners & Repellents,Soulflower,1250,1250
194,Snacks & Branded Foods,Ready To Cook & Eat,Mothers Recipe,45,55
195,Gourmet & World Food,Cereals & Breakfast,Ontherun,150,150
196,Cleaning & Household,All Purpose Cleaners,Lizol,92,93
197,Gourmet & World Food,Cooking & Baking Needs,Graminway,225,225
198,Snacks & Branded Foods,Chocolates & Candies,Timios,31.5,35
199,Snacks & Branded Foods,Biscuits & Cookies,Unibic,22.5,25
200,Gourmet & World Food,"Sauces, Spreads & Dips",Tex Mex Salsalito,130,130
201,Beauty & Hygiene,Oral Care,Colgate,130,130
202,Gourmet & World Food,Chocolates & Biscuits,She made,112.56,168
203,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",NUTRIWISH,520,520
204,Beauty & Hygiene,Health & Medicine,Skore,180,180
205,Beauty & Hygiene,Fragrances & Deos,Wild Stone,139.3,199
206,Fruits & Vegetables,Fresh Fruits,Fresho,169,211.25
207,Cleaning & Household,"Disposables, Garbage Bag",Selpak,450,450
208,"Bakery, Cakes & Dairy",Breads & Buns,Britannia,45,45
209,"Kitchen, Garden & Pets",Crockery & Cutlery,Seven seas,965,965
210,Cleaning & Household,All Purpose Cleaners,Dylon ,399,399
211,Gourmet & World Food,Cooking & Baking Needs,Chocoville,118.75,125
212,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,189,189
213,Gourmet & World Food,Dairy & Cheese,Nutty Yogi,389,389
214,Snacks & Branded Foods,Biscuits & Cookies,RiteBite Max Protein,480,480
215,Snacks & Branded Foods,Snacks & Namkeen,FabBox.in,191,191
216,Snacks & Branded Foods,Biscuits & Cookies,Parle,20.1,30
217,Gourmet & World Food,Cereals & Breakfast,FabBox,300,300
218,Beauty & Hygiene,Fragrances & Deos,Jacques Bogart,2268,3240
219,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,110.5,130
220,Beauty & Hygiene,Skin Care,Vaseline,95.04,99
221,Cleaning & Household,Bins & Bathroom Ware,Nakoda,449,576
222,Gourmet & World Food,Chocolates & Biscuits,Lindberg,119,199
223,Cleaning & Household,Fresheners & Repellents,BB Home,37,38
224,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Kpl,176,176
225,Beauty & Hygiene,Health & Medicine,Friends,318.75,425
226,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,70,70
227,Gourmet & World Food,Oils & Vinegar,BORGES,275,400
228,"Kitchen, Garden & Pets",Cookware & Non Stick,Leo Natura,1035,1035
229,Beauty & Hygiene,Hair Care,Schwarzkopf,425,425
230,Beauty & Hygiene,Skin Care,Lotus Herbals,131.25,175
231,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,499,618
232,Beauty & Hygiene,Bath & Hand Wash,DELON,549,549
233,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,189,230
234,Beauty & Hygiene,Skin Care,Greenberry Organics,565,565
235,Snacks & Branded Foods,Biscuits & Cookies,Unibic,100,125
236,Snacks & Branded Foods,Ready To Cook & Eat,24 Mantra,120,120
237,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,523,850
238,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Delight Nuts,399,399
239,Baby Care,Baby Bath & Hygiene,Morisons Baby Dreams,300,300
240,"Foodgrains, Oil & Masala",Organic Staples,Arya Organic,55,55
241,Fruits & Vegetables,Fresh Fruits,Fresho,129,161.25
242,"Bakery, Cakes & Dairy",Breads & Buns,English Oven,50,50
243,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,620.55,774
244,Cleaning & Household,Bins & Bathroom Ware,Ratan,69,106
245,Beauty & Hygiene,Oral Care,Sensodyne,161.5,199
246,Beauty & Hygiene,Skin Care,Lotus Herbals,364,455
247,Baby Care,Baby Bath & Hygiene,The Moms Co,1299,1299
248,Beauty & Hygiene,Skin Care,INATUR ,665,950
249,Cleaning & Household,Detergents & Dishwash,BB Home,110,110
250,Gourmet & World Food,Dairy & Cheese,Fresho Signature,403.2,448
251,Beauty & Hygiene,Fragrances & Deos,Nike,223.2,279
252,Snacks & Branded Foods,Snacks & Namkeen,ACT II,37.4,44
253,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,575,745
254,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,350,350
255,Beauty & Hygiene,Fragrances & Deos,Maryaj,669.5,1339
256,Beauty & Hygiene,Bath & Hand Wash,Lux,52,52
257,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,115,145
258,"Foodgrains, Oil & Masala",Masalas & Spices,PRISTINE,140.65,145
259,Gourmet & World Food,Drinks & Beverages,Colombian Brew Coffee,135,135
260,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,289,349
261,Baby Care,Baby Food & Formula,Early Foods,275,275
262,Snacks & Branded Foods,Chocolates & Candies,Toonpops,318,348
263,"Kitchen, Garden & Pets",Pet Food & Accessories,Chappi,1116,1200
264,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,229,445
265,Snacks & Branded Foods,Snacks & Namkeen,ACT II,33.25,35
266,Snacks & Branded Foods,Ready To Cook & Eat,Weikfield,47.5,95
267,Snacks & Branded Foods,Snacks & Namkeen,FruitTreat,70,70
268,Snacks & Branded Foods,Ready To Cook & Eat,Nastawala,75,75
269,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Himalayan Natives,276.75,369
270,Gourmet & World Food,Chocolates & Biscuits,Toska Chocolates,320,320
271,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,48,60
272,Beauty & Hygiene,Bath & Hand Wash,Nyassa,365,365
273,"Kitchen, Garden & Pets",Bakeware,Yongsheng,69,89
274,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,1125,1250
275,Beverages,"Health Drink, Supplement",Horlicks,510,550
276,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,34.2,38
277,Snacks & Branded Foods,Chocolates & Candies,LuvIt,165,220
278,Beverages,Fruit Juices & Drinks,Maaza,10,10
279,Beauty & Hygiene,Feminine Hygiene,STAYFREE,306,340
280,"Kitchen, Garden & Pets",Storage & Accessories,Asian,169,241
281,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,6,7.5
282,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,69,85
283,Beauty & Hygiene,Oral Care,Dentoshine  ,90,90
284,Baby Care,Feeding & Nursing,Vauva,185,185
285,Snacks & Branded Foods,Frozen Veggies & Snacks,GOELD,67.5,135
286,Beauty & Hygiene,Skin Care,Joy,187.5,250
287,Beauty & Hygiene,Fragrances & Deos,Beardo,900,1500
288,Beauty & Hygiene,Skin Care,Soulflower,378,450
289,Snacks & Branded Foods,Snacks & Namkeen,ACT II,130,130
290,Beauty & Hygiene,Hair Care,Schwarzkopf,425,425
291,"Kitchen, Garden & Pets",Steel Utensils,Tallboy,649,1299
292,Gourmet & World Food,Drinks & Beverages,Sakurafresh,1475,1475
293,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,112.84,150
294,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,99,99
295,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,31,40
296,Fruits & Vegetables,Fresh Vegetables,Fresho,30,37.5
297,Snacks & Branded Foods,Biscuits & Cookies,Parle,25,25
298,"Kitchen, Garden & Pets",Kitchen Accessories,Fackelmann,169,179
299,Snacks & Branded Foods,Ready To Cook & Eat,Graminway,190,190
300,Beauty & Hygiene,Skin Care,Mamaearth,599,599
301,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,189,230
302,"Kitchen, Garden & Pets",Pet Food & Accessories,Purepet,254.15,299
303,Beauty & Hygiene,Bath & Hand Wash,bb Combo,249,349
304,"Kitchen, Garden & Pets",Storage & Accessories,DP,179,329
305,Snacks & Branded Foods,Ready To Cook & Eat,SDA PAPPADS,42,42
306,Gourmet & World Food,Chocolates & Biscuits,Tiffany,175,175
307,Snacks & Branded Foods,Breakfast Cereals,Nestle Koko Krunch,10,10
308,Snacks & Branded Foods,Breakfast Cereals,Soulfull,399,399
309,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",GoodDiet,149,199
310,Beauty & Hygiene,Skin Care,It's Skin,855,950
311,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,139,175
312,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,50,50
313,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,659,902
314,Beauty & Hygiene,Skin Care,USTRAA,194,199
315,Beverages,Energy & Soft Drinks,Amrutanjan,35,35
316,"Kitchen, Garden & Pets",Storage & Accessories,DP,169,309
317,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,465,500
318,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Zorabian,170,170
319,Gourmet & World Food,Drinks & Beverages,Chai Point,199,199
320,Gourmet & World Food,"Sauces, Spreads & Dips",Abbies,275,275
321,Gourmet & World Food,Cereals & Breakfast,Millet Mantra,161,230
322,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,36.9,45
323,Beauty & Hygiene,Skin Care,INATUR ,240,400
324,"Kitchen, Garden & Pets",Storage & Accessories,Nakoda,799,1033
325,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",GoodDiet,99,149
326,Beauty & Hygiene,Skin Care,Aroma Magic ,296.25,395
327,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,87,105
328,"Kitchen, Garden & Pets",Storage & Accessories,Laplast,179,349
329,"Foodgrains, Oil & Masala",Masalas & Spices,Badshah,66,66
330,"Foodgrains, Oil & Masala",Masalas & Spices,The Earth Reserve,175,175
331,Snacks & Branded Foods,Ready To Cook & Eat,MTR,50.4,75
332,"Kitchen, Garden & Pets",Crockery & Cutlery,Ocean,659,869
333,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,279,349
334,Beauty & Hygiene,Health & Medicine,Skore,300,300
335,"Foodgrains, Oil & Masala",Masalas & Spices,Just A Minute,55,55
336,Cleaning & Household,Stationery,Luxor,98,100
337,Cleaning & Household,Stationery,DP,124,199
338,Beauty & Hygiene,Hair Care,The Moms Co,386,429
339,Beauty & Hygiene,Feminine Hygiene,Whisper ,333,450
340,Beauty & Hygiene,Oral Care,Oral-B,4199,4199
341,Gourmet & World Food,Drinks & Beverages,Nestle ,550,550
342,Beauty & Hygiene,Skin Care,Lotus Herbals,236,295
343,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,139,175
344,"Kitchen, Garden & Pets",Storage & Accessories,Asian,169,281
345,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,235,260
346,Beauty & Hygiene,Fragrances & Deos,Lomani,731.25,975
347,Gourmet & World Food,Drinks & Beverages,TGL Co.,224.25,299
348,"Kitchen, Garden & Pets",Storage & Accessories,Flair,169,275
349,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,10,10
350,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,540,600
351,Cleaning & Household,All Purpose Cleaners,Clorox,350,350
352,Fruits & Vegetables,Herbs & Seasonings,Fresho,16.5,20.63
353,Beauty & Hygiene,Men's Grooming,Man Arden,399,399
354,Gourmet & World Food,Dairy & Cheese,Epigamia ,168,210
355,Gourmet & World Food,Cooking & Baking Needs,Yoga bar,325,325
356,Beauty & Hygiene,Bath & Hand Wash,Medimix,50,50
357,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,310.5,345
358,Beauty & Hygiene,Oral Care,Colgate,59,59
359,Beauty & Hygiene,Hair Care,Aloe Veda,495,550
360,Beauty & Hygiene,Hair Care,Sri Sri Ayurveda ,235,235
361,Beauty & Hygiene,Health & Medicine,Meghdoot,180,180
362,Gourmet & World Food,Cooking & Baking Needs,Harveys,53.1,59
363,Cleaning & Household,Detergents & Dishwash,Revive,98.77,119
364,Beauty & Hygiene,Hair Care,Revlon,369.75,435
365,"Kitchen, Garden & Pets",Crockery & Cutlery,Treo,379,455
366,Beauty & Hygiene,Fragrances & Deos,ARAMIS,4550,4550
367,Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,99,99
368,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Grb,129.15,142
369,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Nissin,30,30
370,"Kitchen, Garden & Pets",Crockery & Cutlery,Soogo,1749,2495
371,Snacks & Branded Foods,Biscuits & Cookies,Parle,20.1,30
372,Cleaning & Household,Pooja Needs,HAZEL,159,319
373,Gourmet & World Food,"Sauces, Spreads & Dips",Nando's,390,390
374,Beauty & Hygiene,Hair Care,Wild Ideas,100,100
375,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Disano,209.01,300
376,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,660,660
377,Gourmet & World Food,Drinks & Beverages,Monin,895,895
378,Gourmet & World Food,Drinks & Beverages,Sleepy Owl,170,200
379,"Bakery, Cakes & Dairy",Cakes & Pastries,Britannia,30,30
380,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,419.3,599
381,Cleaning & Household,"Disposables, Garbage Bag",Soft Touch,60.8,64
382,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,829,995
383,Baby Care,Baby Bath & Hygiene,Quick Dry,329,329
384,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60
385,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,397.8,420
386,"Kitchen, Garden & Pets",Storage & Accessories,Tedemi,639,849
387,Beverages,Tea,Isvaari,276.25,325
388,"Bakery, Cakes & Dairy",Ice Creams & Desserts,kwality walls,126.65,149
389,Gourmet & World Food,Chocolates & Biscuits,Loacker,349,349
390,Beauty & Hygiene,Fragrances & Deos,Tous,1775,3550
391,Cleaning & Household,Fresheners & Repellents,Aer,152.15,179
392,Beauty & Hygiene,Skin Care,INATUR ,562.5,750
393,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,53.55,63
394,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,495,495
395,Snacks & Branded Foods,Ready To Cook & Eat,Tasties,55,55
396,Beauty & Hygiene,Bath & Hand Wash,Nyassa,475,475
397,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,195,195
398,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,50,50
399,Cleaning & Household,"Mops, Brushes & Scrubs",Gala,650,650
400,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Navya Food Art,85,85
401,Snacks & Branded Foods,Indian Mithai,Gits,195,220
402,"Bakery, Cakes & Dairy",Dairy,Amul,230,230
