index,category,sub_category,brand,sale_price,market_price
1,Beauty & Hygiene,Hair Care,Sri Sri Ayurveda ,220,220
2,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,180,180
3,Cleaning & Household,Pooja Needs,Trm,119,250
4,Cleaning & Household,Bins & Bathroom Ware,Nakoda,149,176
5,Beauty & Hygiene,Bath & Hand Wash,Nivea,162,162
6,Cleaning & Household,All Purpose Cleaners,Nature Protect,169,199
7,Beauty & Hygiene,Skin Care,Satinance,58,58
8,Beauty & Hygiene,Bath & Hand Wash,Bionova,250,250
9,Beauty & Hygiene,Hair Care,StBotanica,1098,1098
10,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,20,20
11,Gourmet & World Food,Cooking & Baking Needs,NUTRASHIL,261,290
12,Gourmet & World Food,Chocolates & Biscuits,Sapphire,600,600
13,Beauty & Hygiene,Skin Care,Oxy,110,110
14,Cleaning & Household,All Purpose Cleaners,Clorox,350,350
15,Cleaning & Household,Fresheners & Repellents,Herbal Strategi,200,200
16,Cleaning & Household,Bins & Bathroom Ware,Nakoda,49,59
17,Beauty & Hygiene,Skin Care,Aroma Treasures,324,360
18,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Graminway,180,180
19,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,120,120
20,Gourmet & World Food,Dairy & Cheese,Murginns,85.14,90
21,Beauty & Hygiene,Hair Care,Bronson Professional,525,700
22,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,45,50
23,"Foodgrains, Oil & Masala",Dry Fruits,NaturoBell,120,120
24,Gourmet & World Food,Drinks & Beverages,Cambridge Tea Party,75,75
25,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,195,195
26,"Kitchen, Garden & Pets",Flask & Casserole,Cello,659,895
27,Snacks & Branded Foods,Breakfast Cereals,Fit & Flex,245,265
28,"Foodgrains, Oil & Masala",Dry Fruits,Safe Harvest,53.9,55
29,Snacks & Branded Foods,Frozen Veggies & Snacks,Switz,90,110
30,Beauty & Hygiene,Skin Care,Organic Harvest,169.15,199
31,Beverages,Fruit Juices & Drinks,Real,19,20
32,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Cadbury,102,120
33,Beauty & Hygiene,Fragrances & Deos,Old Spice,211.65,249
34,Beverages,Tea,Octavius,225,225
35,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,499,969
36,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,98,120
37,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,46.75,55
38,Beauty & Hygiene,Fragrances & Deos,Engage,136.5,195
39,Beauty & Hygiene,Men's Grooming,Engage,112.75,205
40,Snacks & Branded Foods,Chocolates & Candies,Fabelle,160,200
41,Beauty & Hygiene,Fragrances & Deos,Colour Me,427.5,450
42,Beauty & Hygiene,Bath & Hand Wash,Liril,360,360
43,Gourmet & World Food,Chocolates & Biscuits,Twister,275,275
44,"Kitchen, Garden & Pets",Steel Utensils,Classic Essentials,109,299
45,Gourmet & World Food,Tinned & Processed Food,Figaro,179,179
46,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,250,250
47,Beauty & Hygiene,Men's Grooming,Gillette,459.62,469
48,Cleaning & Household,All Purpose Cleaners,Dylon ,799,799
49,Gourmet & World Food,"Sauces, Spreads & Dips",Pantai,245,245
50,Snacks & Branded Foods,Pickles & Chutney,Spice Story,100,125
51,"Foodgrains, Oil & Masala",Masalas & Spices,Mother's Recipe,48.95,55
52,Gourmet & World Food,Drinks & Beverages,Pekers,850,850
53,Beauty & Hygiene,Men's Grooming,Red Hunt,80,100
54,Snacks & Branded Foods,Chocolates & Candies,Fabelle,56,70
55,Gourmet & World Food,Tinned & Processed Food,Daucy,202.5,225
56,Beauty & Hygiene,Skin Care,TJORI,299.4,499
57,Snacks & Branded Foods,Ready To Cook & Eat,Shareat,60,60
58,Beauty & Hygiene,Hair Care,Aroma Treasures,199.5,210
59,Baby Care,Baby Bath & Hygiene,Quick Dry,199,199
60,Cleaning & Household,Stationery,Prozo Plus,399,399
61,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,149,179
62,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,348.6,498
63,Gourmet & World Food,"Sauces, Spreads & Dips",Happilo,209.4,349
64,Snacks & Branded Foods,Biscuits & Cookies,Bisk Farm,35,35
65,Beauty & Hygiene,Hair Care,Azafran,168.75,225
66,Beauty & Hygiene,Skin Care,TJORI,269.4,449
67,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,339.15,399
68,Beauty & Hygiene,Oral Care,Colgate,374.25,499
69,"Foodgrains, Oil & Masala",Masalas & Spices,Earthon,72,72
70,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,840,840
71,Beauty & Hygiene,Oral Care,Colgate,43,43
72,Beauty & Hygiene,Skin Care,Pears,120,150
73,Beauty & Hygiene,Skin Care,INATUR ,210,300
74,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Mantra,70,70
75,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,75,126
76,Beauty & Hygiene,Skin Care,Natures Essence,500,500
77,"Kitchen, Garden & Pets",Kitchen Accessories,Bamboooz,135,299
78,Beauty & Hygiene,Bath & Hand Wash,Dettol,108,120
79,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,49,65
80,Beauty & Hygiene,Oral Care,Colgate,49,79
81,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,65,65
82,Gourmet & World Food,"Pasta, Soup & Noodles",Batchelors,269.1,299
83,"Foodgrains, Oil & Masala",Organic Staples,Pro Nature,96,96
84,Gourmet & World Food,Dairy & Cheese,Haagen-Dazs,225,225
85,Cleaning & Household,Detergents & Dishwash,bb Combo,95,114
86,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,479,629
87,Gourmet & World Food,Dairy & Cheese,Fresho Signature,695.7,773
88,Cleaning & Household,Pooja Needs,Shalimar,31.5,35
89,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,254.15,299
90,Fruits & Vegetables,Cuts & Sprouts,Supa Corn,55,55
91,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,120,120
92,"Kitchen, Garden & Pets",Cookware & Non Stick,Hawkins Futura,864.5,910
93,"Bakery, Cakes & Dairy",Dairy,Gowardhan,80.01,90
94,Snacks & Branded Foods,Snacks & Namkeen,Townbus,10,10
95,"Kitchen, Garden & Pets",Steel Utensils,Ramson,129,249
96,Beauty & Hygiene,Fragrances & Deos,Brut,179.4,299
97,Beauty & Hygiene,Feminine Hygiene,Dimples,1200,1200
98,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,32.55,35
99,Beauty & Hygiene,Skin Care,Organic Harvest,258.75,345
100,Baby Care,Diapers & Wipes,Huggies,1266.38,1398
101,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Samvruddhi,515,515
102,Gourmet & World Food,Cooking & Baking Needs,Nourish You,495,495
103,Beauty & Hygiene,Hair Care,Garnier,230,230
104,Beauty & Hygiene,Bath & Hand Wash,Fuschia,225,250
105,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,30,30
106,"Kitchen, Garden & Pets",Storage & Accessories,Fendo,289,749
107,Beverages,Fruit Juices & Drinks,Paper Boat,243,360
108,Beauty & Hygiene,Hair Care,Jovees,137.75,145
109,"Kitchen, Garden & Pets",Cookware & Non Stick,Omega,249,315
110,Baby Care,Baby Food & Formula,Slurrp Farm,349,349
111,Cleaning & Household,Pooja Needs,Ambica,60,60
112,Beauty & Hygiene,Skin Care,Elovera,209.3,299
113,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,28.5,30
114,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,44.1,49
115,Beauty & Hygiene,Skin Care,Soulflower,182.75,215
116,Fruits & Vegetables,Fresh Fruits,Fresho,35,43.75
117,Beverages,Tea,Wagh Bakri,150,150
118,"Kitchen, Garden & Pets",Steel Utensils,BB Home,69,159
119,"Kitchen, Garden & Pets",Pet Food & Accessories,Maxi Persian,999,999
120,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Nutribee,100,100
121,"Kitchen, Garden & Pets",Cookware & Non Stick,Vinod,1099,1335
122,Cleaning & Household,Fresheners & Repellents,Aer,53.35,55
123,Fruits & Vegetables,Fresh Vegetables,Fresho,23,28.75
124,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,269,299
125,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Dhara ,183,185
126,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,179,280
127,Snacks & Branded Foods,Snacks & Namkeen,ACT II,29.7,33
128,Beauty & Hygiene,Skin Care,Kaya Clinic,455,525
129,Beauty & Hygiene,Health & Medicine,Abbies,1299,1299
130,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,299,398
131,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,23.76,30
132,Fruits & Vegetables,Fresh Fruits,Fresho,39,48.75
133,Fruits & Vegetables,Herbs & Seasonings,Fresho,14,17.5
134,Snacks & Branded Foods,Chocolates & Candies,Amul,90,100
135,Gourmet & World Food,Tinned & Processed Food,Del Monte,230,230
136,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,159,190
137,Gourmet & World Food,Cooking & Baking Needs,Purix,85.5,90
138,Gourmet & World Food,Chocolates & Biscuits,Sapphire,250,250
139,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75,75
140,"Kitchen, Garden & Pets",Storage & Accessories,Cello,369,425
141,"Kitchen, Garden & Pets",Steel Utensils,Omega,125,125
142,"Foodgrains, Oil & Masala",Organic Staples,Akshayakalpa,280,280
143,"Foodgrains, Oil & Masala",Dry Fruits,Lion,66,66
144,Snacks & Branded Foods,Pickles & Chutney,Priya,90,90
145,"Foodgrains, Oil & Masala",Masalas & Spices,Aashirvaad,32,64
146,"Bakery, Cakes & Dairy",Breads & Buns,English Oven,20,20
147,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,225,225
148,Snacks & Branded Foods,Breakfast Cereals,Murginns,225,225
149,Gourmet & World Food,Oils & Vinegar,Health 1st,250,250
150,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,639,975
151,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289,358
152,Beauty & Hygiene,Oral Care,Dentoshine  ,120,120
153,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,459,705
154,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",On The Run,50,50
155,Beauty & Hygiene,Feminine Hygiene,Gillette Venus,350,350
156,Gourmet & World Food,Cooking & Baking Needs,Wow Confetti,247,260
157,Gourmet & World Food,Oils & Vinegar,BORGES,429.03,700
158,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,25,42
159,Gourmet & World Food,Cooking & Baking Needs,Organicana,185,185
160,Beauty & Hygiene,Skin Care,Aloederm,112.5,150
161,Cleaning & Household,Fresheners & Repellents,Odonil ,77,77
162,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,189,220
163,Beauty & Hygiene,Hair Care,Garnier,199,199
164,Beauty & Hygiene,Bath & Hand Wash,Bajaj,40,40
165,Gourmet & World Food,Drinks & Beverages,Sancha,450,450
166,Baby Care,Feeding & Nursing,Mee Mee,179,179
167,Cleaning & Household,Stationery,DP,232,399
168,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",GoodDiet,79,109
169,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,80,80
170,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,509,565
171,Beverages,Energy & Soft Drinks,NOCD,110,110
172,Beauty & Hygiene,Skin Care,BIOTIQUE,142.5,190
173,Beauty & Hygiene,Hair Care,Himalaya Wellness,90,100
174,Baby Care,Diapers & Wipes,Huggies,699,999
175,Beauty & Hygiene,Skin Care,StBotanica,799,799
176,Beauty & Hygiene,Skin Care,Soulflower,328,450
177,Beauty & Hygiene,Bath & Hand Wash,Medimix,40,40
178,Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,430,430
179,Beauty & Hygiene,Health & Medicine,Siang Pure,195,195
180,"Kitchen, Garden & Pets",Appliances & Electricals,AGARO,159,260
181,Fruits & Vegetables,Herbs & Seasonings,Fresho,81.06,109.38
182,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Safe Harvest,56,70
183,"Foodgrains, Oil & Masala",Masalas & Spices,Kohinoor,19,20
184,Cleaning & Household,All Purpose Cleaners,ECO365,509,509
185,Beauty & Hygiene,Skin Care,Vaadi,148.5,165
186,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,119,149
187,Beauty & Hygiene,Skin Care,Khadi Natural,99,99
188,Snacks & Branded Foods,Ready To Cook & Eat,MOM Meal of the Moment,20,20
189,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda ,165,165
190,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2369,2780
191,"Kitchen, Garden & Pets",Pet Food & Accessories,Kennel kitchen ,150,150
192,Beauty & Hygiene,Skin Care,Oriental Botanics,699,699
193,Beauty & Hygiene,Skin Care,Bio-Oil,333,450
194,"Bakery, Cakes & Dairy",Gourmet Breads,The Baker's Dozen,155,155
195,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,75,75
196,Cleaning & Household,"Mops, Brushes & Scrubs",York,558,620
197,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,10,12.5
198,Cleaning & Household,Stationery,Classmate,33,33
199,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,67.5,75
200,Gourmet & World Food,Cooking & Baking Needs,Graminway,378,378
201,Snacks & Branded Foods,Indian Mithai,Paper Boat,40,40
202,Beauty & Hygiene,Fragrances & Deos,Ajmal,4900,5000
203,Beauty & Hygiene,Fragrances & Deos,Nike,278.4,348
204,"Foodgrains, Oil & Masala",Organic Staples,PRISTINE,52,52
205,Beauty & Hygiene,Skin Care,Aloe Veda,697.5,775
206,Snacks & Branded Foods,Ready To Cook & Eat,999,20,20
207,Beauty & Hygiene,Oral Care,Pepsodent,78.4,98
208,Beauty & Hygiene,Skin Care,BIOTIQUE,149.25,199
209,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,65,82
210,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",PRISTINE,35,35
211,Beauty & Hygiene,Health & Medicine,Baidyanath,295,295
212,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,147,147
213,Beauty & Hygiene,Hair Care,Garnier,108.78,117
214,Gourmet & World Food,Oils & Vinegar,Zoe,449.1,499
215,Fruits & Vegetables,Fresh Vegetables,Fresho,10,12.5
216,"Bakery, Cakes & Dairy",Dairy,Sunfeast,29.75,35
217,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,25,25
218,"Foodgrains, Oil & Masala",Masalas & Spices,Annapoorna,28,28
219,Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100
220,Baby Care,Diapers & Wipes,Himalaya,699,699
221,Fruits & Vegetables,Fresh Fruits,Fresho,105,131.25
222,Cleaning & Household,Bins & Bathroom Ware,DP,249,449
223,Fruits & Vegetables,Fresh Fruits,Fresho,19,23.75
224,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,44.2,52
225,Beauty & Hygiene,Skin Care,Joy,90,120
226,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,33.6,42
227,Beauty & Hygiene,Bath & Hand Wash,StBotanica,275,275
228,"Kitchen, Garden & Pets",Cookware & Non Stick,United,2059,2424
229,"Kitchen, Garden & Pets",Steel Utensils,BB Home,249,339
230,Beauty & Hygiene,Health & Medicine,Baidyanath,225,225
231,Beauty & Hygiene,Bath & Hand Wash,Yardley London,329.8,400
232,Snacks & Branded Foods,Chocolates & Candies,Timios,140,140
233,Fruits & Vegetables,Cuts & Sprouts,Fresho,32,40
234,Gourmet & World Food,Cooking & Baking Needs,On1y,99,99
235,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319,495
236,Snacks & Branded Foods,Snacks & Namkeen,Tasties,49,85
237,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,166,175
238,"Kitchen, Garden & Pets",Appliances & Electricals,Wipro,199,320
239,"Bakery, Cakes & Dairy",Dairy,Hello Tempayy,135,150
240,Beauty & Hygiene,Skin Care,The Moms Co,972,972
241,"Eggs, Meat & Fish",Fish & Seafood,Ifb,240,240
242,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Appitas,95,95
243,Gourmet & World Food,Cooking & Baking Needs,So Sweet,350,350
244,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289,358
245,Snacks & Branded Foods,Biscuits & Cookies,Parle,60,60
246,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,80,80
247,Beauty & Hygiene,Skin Care,Himalaya,112.5,150
248,Beauty & Hygiene,Bath & Hand Wash,Dettol,218,218
249,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,649,1289
250,Snacks & Branded Foods,Ready To Cook & Eat,Grb,110,110
251,Beauty & Hygiene,Fragrances & Deos,Ajmal,300,500
252,Beauty & Hygiene,Skin Care,Kaya Clinic,432,480
253,"Kitchen, Garden & Pets",Flask & Casserole,BB Home,609,999
254,Beauty & Hygiene,Skin Care,Olay,1049.25,1399
255,Beauty & Hygiene,Health & Medicine,SINWUAS,39,69
256,Gourmet & World Food,Chocolates & Biscuits,Cocon,63.75,75
257,Beauty & Hygiene,Health & Medicine,Bixa Botanical,595,595
258,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,89,125
259,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,94.05,99
260,Beauty & Hygiene,Bath & Hand Wash,K.P. Namboodiris,35,35
261,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,171.6,220
262,Beauty & Hygiene,Skin Care,Lakme,385,385
263,Beauty & Hygiene,Health & Medicine,Tulips,80,80
264,Gourmet & World Food,Drinks & Beverages,NUTRIWISH,400,400
265,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,93.5,110
266,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,29.7,33
267,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,30,50
268,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,230.4,288
269,"Kitchen, Garden & Pets",Storage & Accessories,DP,169,309
270,Beauty & Hygiene,Fragrances & Deos,Estee Lauder,3500,3500
271,Beauty & Hygiene,Health & Medicine,Tulips,109,109
272,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,125,125
273,Gourmet & World Food,Cooking & Baking Needs,Real Thai,270,270
274,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,409,502
275,Cleaning & Household,All Purpose Cleaners,Faultless,285,285
276,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,1330,1900
277,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60
278,Cleaning & Household,"Disposables, Garbage Bag",Origami,140,140
279,Fruits & Vegetables,Fresh Fruits,Fresho,34,42.5
280,Gourmet & World Food,Cooking & Baking Needs,So Sweet,320,320
281,Beauty & Hygiene,Skin Care,Aloe Veda,351,390
282,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,128,160
283,Baby Care,Feeding & Nursing,Pigeon Baby,99,99
284,Beauty & Hygiene,Fragrances & Deos,Park avenue,159.5,290
285,Beauty & Hygiene,Skin Care,StBotanica,499,499
286,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160
287,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,61.2,68
288,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,90,90
289,Gourmet & World Food,"Sauces, Spreads & Dips",Montanini,325,325
290,Snacks & Branded Foods,Chocolates & Candies,Fabelle,350,350
291,Gourmet & World Food,Drinks & Beverages,Fruitoria,84.15,99
292,Beauty & Hygiene,Skin Care,The Face Shop,900,1500
293,Beauty & Hygiene,Men's Grooming,Garnier Men,104.3,149
294,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,191.25,225
295,Cleaning & Household,Fresheners & Repellents,Good knight,226.16,257
296,"Kitchen, Garden & Pets",Steel Utensils,Steel Lock,209,269
297,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75,75
298,Gourmet & World Food,Drinks & Beverages,Swa Artisanal Syrups,1200,1200
299,Beauty & Hygiene,Skin Care,INATUR ,273,420
300,Gourmet & World Food,Oils & Vinegar,Urban Platter,475,500
301,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,93.5,110
302,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,399,569
303,Snacks & Branded Foods,Biscuits & Cookies,Parle,37.5,50
304,Beauty & Hygiene,Hair Care,Dr Batra's ,630,1050
305,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,236,295
306,Gourmet & World Food,Cooking & Baking Needs,Graminway,259,259
307,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,549,732
308,Gourmet & World Food,Drinks & Beverages,Tealia,297,297
309,"Kitchen, Garden & Pets",Storage & Accessories,Treo,249,370
310,Beauty & Hygiene,Fragrances & Deos,Engage,231,420
311,Gourmet & World Food,Drinks & Beverages,Karma Kettle,300,300
312,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,475,1195
313,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,28.05,33
314,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,360,400
315,Beauty & Hygiene,Oral Care,Colgate,149.72,258
316,Baby Care,Feeding & Nursing,Vauva,150,150
317,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,29,38
318,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,285,300
319,Beauty & Hygiene,Skin Care,Nivea,86.4,90
320,Beauty & Hygiene,Skin Care,Vlcc,63,70
321,Beverages,Energy & Soft Drinks,Sprite,38,40
322,Gourmet & World Food,Drinks & Beverages,Nestle ,425,425
323,Cleaning & Household,Bins & Bathroom Ware,MVS,219,265
324,Beauty & Hygiene,Hair Care,Stonesoup,295,295
325,"Kitchen, Garden & Pets",Crockery & Cutlery,Seven seas,789,1041
326,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,1229,1895
327,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,140,140
328,"Kitchen, Garden & Pets",Storage & Accessories,Treo,290,290
329,Cleaning & Household,Detergents & Dishwash,bb Combo,87,95
330,Beverages,Tea,Typhoo,166,195
331,Snacks & Branded Foods,Breakfast Cereals,True Elements,352,400
332,Gourmet & World Food,Chocolates & Biscuits,Delfi,275,275
333,Snacks & Branded Foods,Breakfast Cereals,NUTRIWISH,650,650
334,Fruits & Vegetables,Fresh Vegetables,Fresho,50,62.5
335,Gourmet & World Food,Tinned & Processed Food,Habit,180,200
336,Snacks & Branded Foods,Ready To Cook & Eat,MTR,60,60
337,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,185,185
338,Beauty & Hygiene,Skin Care,Organic Harvest,112.5,125
339,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,318,318
340,Snacks & Branded Foods,Snacks & Namkeen,Saffola,180,195
341,Beauty & Hygiene,Skin Care,Soft Touch,475,475
342,Beauty & Hygiene,Skin Care,Aroma Magic ,178.5,210
343,"Kitchen, Garden & Pets",Steel Utensils,Frestol,549,1299
344,Beauty & Hygiene,Fragrances & Deos,Jaguar,1900.8,3300
345,Beauty & Hygiene,Hair Care,Dabur Vatika,171,190
346,Beauty & Hygiene,Oral Care,Neem ,65,80
347,Gourmet & World Food,Oils & Vinegar,Oleiva Gold,3330,3330
348,"Kitchen, Garden & Pets",Crockery & Cutlery,Ocean,579,888
349,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,900,900
350,Gourmet & World Food,"Sauces, Spreads & Dips",Urban Platter,332.5,350
351,Fruits & Vegetables,Fresh Fruits,Fresho,330,418.75
352,Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,99,99
353,Gourmet & World Food,"Sauces, Spreads & Dips",Cornitos,140.25,165
354,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Yoga bar,40,40
355,Beauty & Hygiene,Oral Care,Himalaya,45,50
356,Beauty & Hygiene,Skin Care,Kaya Youth,104.3,149
357,Beauty & Hygiene,Hair Care,Himalaya,123.5,130
358,Baby Care,Baby Food & Formula,Slurrp Farm,300,300
359,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,18.4,30
360,Beauty & Hygiene,Hair Care,Prakrta,370.5,390
361,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",ENE,168.75,225
362,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,149,215
363,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,48,48
364,"Kitchen, Garden & Pets",Steel Utensils,Vinod,399,435
365,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1986.6,2220
366,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,410.4,456
367,Snacks & Branded Foods,Pickles & Chutney,Delight Foods,210,210
368,Baby Care,Diapers & Wipes,Huggies,388.88,425
369,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320,320
370,"Eggs, Meat & Fish",Fish & Seafood,Seastar,499,499
371,Gourmet & World Food,Tinned & Processed Food,Hugo Reitzel ,607.75,715
372,"Bakery, Cakes & Dairy",Dairy,Amul,20,20
373,Gourmet & World Food,Chocolates & Biscuits,Sapphire,180,180
374,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,1280,1280
375,Snacks & Branded Foods,Breakfast Cereals,Schar,485,485
376,Gourmet & World Food,Cereals & Breakfast,Ah!rogya Bar,20,20
377,Cleaning & Household,All Purpose Cleaners,Wild Ideas,120,120
378,"Foodgrains, Oil & Masala",Dals & Pulses,Safe Harvest,84.15,85
379,Beverages,Fruit Juices & Drinks,Patanjali,220,220
380,Gourmet & World Food,Dairy & Cheese,Dairy Craft,530,530
381,Beauty & Hygiene,Oral Care,Clove,203.99,240
382,Gourmet & World Food,Chocolates & Biscuits,She made,112.56,168
383,Beverages,Fruit Juices & Drinks,Diabetics Dezire,330,330
384,Beauty & Hygiene,Bath & Hand Wash,MyGlamm,55.2,69
385,Gourmet & World Food,Cooking & Baking Needs,Puramate,40.5,45
386,Beverages,Tea,Tetley,155,155
387,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutriplate,150,150
388,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,239.2,299
389,Beauty & Hygiene,Health & Medicine,Dabur,80,80
390,Beauty & Hygiene,Skin Care,Olivia,191.25,225
391,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,119,149
392,Gourmet & World Food,Drinks & Beverages,Teamonk,525,750
393,Gourmet & World Food,"Sauces, Spreads & Dips",Habanero,161.1,179
394,Beauty & Hygiene,Feminine Hygiene,Stonesoup,489,489
395,"Bakery, Cakes & Dairy",Dairy,Sunfeast,29.75,35
396,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,432,540
397,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,44,47
398,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,950,950
399,"Kitchen, Garden & Pets",Steel Utensils,Jensons,219,995
400,"Bakery, Cakes & Dairy",Dairy,Amul,111,120
401,Gourmet & World Food,Oils & Vinegar,TrueNature,500,500
402,Beauty & Hygiene,Fragrances & Deos,Kamasutra,210,210
403,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2060,2290
404,Beauty & Hygiene,Skin Care,Nutrinorm,349,349
